   W                 M5+(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515    0.004    0.008    0.001    0.009
1493.809   -0.001    0.008   -0.002    0.008
1500.077    0.001    0.009    0.003    0.008
1506.319   -0.001    0.009    0.001    0.007
1512.535    0.002    0.009   -0.003    0.007
1518.726    0.001    0.009   -0.006    0.006
1524.891    0.000    0.009    0.002    0.006
1531.032   -0.003    0.009   -0.004    0.006
1537.148    0.002    0.009    0.003    0.006
1543.240    0.000    0.009   -0.001    0.006
1549.308    0.002    0.009   -0.001    0.006
1555.352    0.001    0.009   -0.004    0.006
1561.373    0.003    0.009   -0.004    0.006
1567.371    0.000    0.009    0.004    0.006
1573.346   -0.004    0.009   -0.003    0.007
1579.298    0.002    0.008    0.003    0.007
1585.228   -0.000    0.008    0.004    0.007
1591.136    0.001    0.008    0.002    0.007
1597.022    0.001    0.007   -0.002    0.007
1602.886    0.005    0.007    0.000    0.007
1608.729    0.006    0.007   -0.001    0.007
1614.551    0.003    0.007   -0.002    0.007
1620.352   -0.001    0.006   -0.003    0.006
1626.132    0.004    0.006    0.011    0.006
1631.892   -0.007    0.005   -0.003    0.006
1637.631   -0.001    0.005    0.002    0.005
1643.351   -0.002    0.005    0.000    0.005
1649.050   -0.001    0.004    0.000    0.005
1654.730   -0.003    0.005   -0.006    0.004
1660.391    0.001    0.004   -0.003    0.004
1666.032   -0.004    0.005   -0.004    0.005
1671.655   -0.000    0.004    0.003    0.005
1677.258   -0.000    0.004   -0.002    0.005
1682.843   -0.002    0.004   -0.002    0.005
1688.409   -0.004    0.005    0.001    0.005
1693.957   -0.001    0.004    0.006    0.007
1699.487    0.001    0.004    0.003    0.007
1704.999   -0.001    0.004    0.003    0.006
1710.493    0.001    0.004    0.004    0.006
1715.970   -0.002    0.004    0.004    0.007
1721.429    0.005    0.004   -0.003    0.005
1726.871    0.002    0.004   -0.001    0.005
1732.296    0.000    0.004    0.001    0.005
1737.704    0.000    0.004   -0.006    0.006
1743.095    0.000    0.004   -0.000    0.005
1748.469   -0.002    0.005   -0.000    0.005
1753.827   -0.001    0.004   -0.003    0.006
1759.169    0.001    0.005    0.002    0.004
1764.495    0.005    0.004    0.002    0.006
1769.804    0.003    0.004   -0.005    0.004
1775.098    0.002    0.005    0.002    0.005
1780.376   -0.004    0.004    0.001    0.006
1785.638    0.002    0.004    0.004    0.006
1790.885   -0.004    0.005   -0.002    0.005
1796.116    0.002    0.004   -0.006    0.005
1801.333    0.004    0.004    0.005    0.005
1806.534   -0.001    0.005   -0.004    0.005
1811.720    0.001    0.005   -0.001    0.005
1816.892   -0.002    0.004   -0.001    0.004
1822.049    0.000    0.004   -0.004    0.005
1827.191   -0.001    0.004   -0.005    0.005
1832.319    0.002    0.004   -0.002    0.005
1837.432   -0.002    0.006   -0.003    0.005
1842.532   -0.001    0.005    0.000    0.004
1847.617    0.002    0.003   -0.003    0.004
1852.688    0.002    0.004   -0.004    0.004
1857.746   -0.002    0.004   -0.003    0.005
1862.790    0.005    0.004   -0.003    0.005
1867.820    0.003    0.004    0.000    0.005
1872.836    0.005    0.004   -0.004    0.004
1877.840   -0.003    0.004   -0.002    0.004
1882.829   -0.016    0.004   -0.010    0.003
1887.806    0.003    0.004   -0.003    0.004
1892.770    0.004    0.004   -0.002    0.004
1897.721    0.003    0.003   -0.004    0.003
1902.658   -0.009    0.003   -0.005    0.003
1907.583   -0.014    0.003   -0.009    0.003
1912.496    0.009    0.002   -0.005    0.003
1917.395    0.004    0.002   -0.003    0.003
1922.283   -0.005    0.002   -0.008    0.003
