   W                 M4-(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515    0.008    0.013    0.000    0.015
1493.809   -0.002    0.015   -0.002    0.014
1500.077    0.006    0.015    0.007    0.013
1506.319    0.001    0.016    0.001    0.013
1512.535    0.002    0.016    0.002    0.012
1518.726    0.002    0.016    0.001    0.012
1524.891   -0.002    0.016   -0.001    0.011
1531.032   -0.003    0.016   -0.002    0.011
1537.148    0.001    0.016   -0.000    0.011
1543.240    0.000    0.016    0.000    0.011
1549.308   -0.001    0.016    0.006    0.011
1555.352   -0.002    0.016    0.004    0.011
1561.373    0.008    0.016   -0.009    0.011
1567.371   -0.001    0.016    0.002    0.011
1573.346    0.000    0.016   -0.002    0.012
1579.298   -0.002    0.015    0.006    0.012
1585.228    0.008    0.015   -0.008    0.013
1591.136    0.004    0.014    0.003    0.013
1597.022    0.004    0.014   -0.002    0.013
1602.886    0.004    0.014    0.002    0.013
1608.729    0.001    0.013    0.000    0.013
1614.551   -0.005    0.013   -0.002    0.015
1620.352    0.002    0.012    0.000    0.014
1626.132    0.001    0.012    0.002    0.015
1631.892    0.012    0.011    0.007    0.015
1637.631    0.008    0.011   -0.001    0.013
1643.351    0.009    0.010    0.000    0.013
1649.050    0.009    0.009    0.004    0.012
1654.730    0.001    0.009   -0.007    0.014
1660.391    0.005    0.009    0.001    0.012
1666.032    0.008    0.009   -0.005    0.013
1671.655    0.016    0.009    0.009    0.011
1677.258    0.007    0.010    0.003    0.012
1682.843    0.005    0.009    0.002    0.011
1688.409    0.011    0.009    0.001    0.010
1693.957    0.012    0.011    0.010    0.013
1699.487    0.014    0.011    0.010    0.013
1704.999    0.008    0.011    0.001    0.011
1710.493    0.010    0.011    0.006    0.015
1715.970    0.008    0.011    0.008    0.012
1721.429    0.002    0.010   -0.004    0.010
1726.871    0.007    0.010    0.010    0.011
1732.296    0.005    0.010    0.001    0.011
1737.704    0.009    0.011    0.014    0.011
1743.095    0.005    0.011   -0.000    0.012
1748.469    0.015    0.012    0.001    0.014
1753.827    0.006    0.011   -0.001    0.014
1759.169    0.008    0.011   -0.007    0.011
1764.495    0.001    0.011   -0.002    0.011
1769.804    0.009    0.011   -0.005    0.009
1775.098    0.005    0.010    0.006    0.012
1780.376    0.018    0.010   -0.002    0.015
1785.638    0.015    0.012    0.009    0.014
1790.885    0.013    0.012   -0.004    0.014
1796.116    0.009    0.010   -0.012    0.014
1801.333    0.009    0.011    0.011    0.014
1806.534    0.016    0.012    0.004    0.017
1811.720    0.010    0.010   -0.003    0.013
1816.892    0.012    0.010   -0.001    0.012
1822.049    0.017    0.010   -0.011    0.013
1827.191    0.011    0.012   -0.002    0.014
1832.319    0.013    0.009    0.000    0.016
1837.432    0.015    0.014   -0.002    0.010
1842.532    0.021    0.011    0.004    0.011
1847.617    0.013    0.008   -0.001    0.018
1852.688    0.012    0.012    0.001    0.012
1857.746    0.017    0.008    0.001    0.013
1862.790    0.011    0.010   -0.015    0.013
1867.820    0.013    0.011   -0.004    0.016
1872.836    0.011    0.009   -0.003    0.014
1877.840    0.033    0.011    0.009    0.009
1882.829    0.023    0.009    0.031    0.007
1887.806    0.018    0.009    0.001    0.014
1892.770    0.016    0.009   -0.011    0.011
1897.721    0.022    0.008   -0.005    0.009
1902.658    0.034    0.006   -0.023    0.005
1907.583    0.034    0.005   -0.012    0.006
1912.496    0.005    0.006   -0.008    0.006
1917.395    0.020    0.006   -0.002    0.007
1922.283    0.030    0.005   -0.027    0.005
